txn_id,user_id,merchant_id,bank_id,txn_time,amount,status,failure_reason,bank_name,server_status,merchant_name,category,user_name,user_city,document
47c8c5e3-606b-4928-b673-b4baafaf089a,357,81,9,2025-05-13 10:00:00,7355.13,FAILED,TIMEOUT,Canara,DELAYED,Jones-Johnson,Food,Katrina Lucas,Lake Christina,"
Transaction ID: 47c8c5e3-606b-4928-b673-b4baafaf089a
Timestamp: 2025-05-13 10:00:00
Amount: 7355.13
Status: FAILED
Failure Reason: TIMEOUT
Bank: Canara (Server: DELAYED)
Merchant: Jones-Johnson (Food)
User City: Lake Christina
"
85c1cdb9-6951-4b6f-ba21-c8b55adc1d4c,465,190,2,2024-12-08 01:45:00,3262.82,FAILED,INSUFFICIENT_FUNDS,HDFC,DOWN,Boyd and Sons,Travel,Lucas Klein,South Jenniferhaven,"
Transaction ID: 85c1cdb9-6951-4b6f-ba21-c8b55adc1d4c
Timestamp: 2024-12-08 01:45:00
Amount: 3262.82
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: HDFC (Server: DOWN)
Merchant: Boyd and Sons (Travel)
User City: South Jenniferhaven
"
549ed0ba-e5dc-4c8e-b317-d50675fbed58,206,98,2,2024-12-15 15:51:00,3824.09,FAILED,INVALID_PIN,HDFC,DOWN,"Rivera, Small and Martinez",Fashion,James Wagner,New Jeffrey,"
Transaction ID: 549ed0ba-e5dc-4c8e-b317-d50675fbed58
Timestamp: 2024-12-15 15:51:00
Amount: 3824.09
Status: FAILED
Failure Reason: INVALID_PIN
Bank: HDFC (Server: DOWN)
Merchant: Rivera, Small and Martinez (Fashion)
User City: New Jeffrey
"
be34db51-6393-4aeb-8c49-01936957d57e,18,141,1,2025-05-24 22:22:00,2456.54,FAILED,INVALID_PIN,ICICI,DOWN,"Fletcher, Williamson and Guzman",Travel,David Brown,Lake Diane,"
Transaction ID: be34db51-6393-4aeb-8c49-01936957d57e
Timestamp: 2025-05-24 22:22:00
Amount: 2456.54
Status: FAILED
Failure Reason: INVALID_PIN
Bank: ICICI (Server: DOWN)
Merchant: Fletcher, Williamson and Guzman (Travel)
User City: Lake Diane
"
7a073dd1-e8a4-4bf7-ab70-1b4c515646ac,559,8,10,2025-03-11 00:20:00,692.83,FAILED,INVALID_PIN,Union Bank,DELAYED,Vasquez-Cochran,Health,Alexis Wong,New Lauren,"
Transaction ID: 7a073dd1-e8a4-4bf7-ab70-1b4c515646ac
Timestamp: 2025-03-11 00:20:00
Amount: 692.83
Status: FAILED
Failure Reason: INVALID_PIN
Bank: Union Bank (Server: DELAYED)
Merchant: Vasquez-Cochran (Health)
User City: New Lauren
"
c759a043-67dd-4064-9750-3f83583b38db,748,117,9,2025-02-27 14:19:00,9545.2,FAILED,TIMEOUT,Canara,DELAYED,"Murphy, Myers and Harrison",Grocery,Rose Horne,East Victoriaton,"
Transaction ID: c759a043-67dd-4064-9750-3f83583b38db
Timestamp: 2025-02-27 14:19:00
Amount: 9545.2
Status: FAILED
Failure Reason: TIMEOUT
Bank: Canara (Server: DELAYED)
Merchant: Murphy, Myers and Harrison (Grocery)
User City: East Victoriaton
"
9d24e75f-9f5d-4880-a066-fdae5737af38,902,114,5,2025-03-21 18:20:00,909.65,FAILED,INVALID_PIN,Kotak,DELAYED,Collins-Evans,Travel,Jacob Miller,Lisatown,"
Transaction ID: 9d24e75f-9f5d-4880-a066-fdae5737af38
Timestamp: 2025-03-21 18:20:00
Amount: 909.65
Status: FAILED
Failure Reason: INVALID_PIN
Bank: Kotak (Server: DELAYED)
Merchant: Collins-Evans (Travel)
User City: Lisatown
"
4a2f165e-4f0c-48b9-aa0f-dad30c4bc1af,727,8,17,2025-06-01 07:31:00,5888.18,FAILED,INVALID_PIN,Standard Chartered,DOWN,Vasquez-Cochran,Health,Randy Farmer,Hendersonbury,"
Transaction ID: 4a2f165e-4f0c-48b9-aa0f-dad30c4bc1af
Timestamp: 2025-06-01 07:31:00
Amount: 5888.18
Status: FAILED
Failure Reason: INVALID_PIN
Bank: Standard Chartered (Server: DOWN)
Merchant: Vasquez-Cochran (Health)
User City: Hendersonbury
"
1cf2ed24-8bcc-40d0-a2de-34eb08a6b154,165,64,8,2025-04-03 11:25:00,1725.35,FAILED,INVALID_PIN,BOB,ONLINE,"Davis, Callahan and Obrien",Ecommerce,Jessica Welch,Harrisfort,"
Transaction ID: 1cf2ed24-8bcc-40d0-a2de-34eb08a6b154
Timestamp: 2025-04-03 11:25:00
Amount: 1725.35
Status: FAILED
Failure Reason: INVALID_PIN
Bank: BOB (Server: ONLINE)
Merchant: Davis, Callahan and Obrien (Ecommerce)
User City: Harrisfort
"
52a621af-7a90-4b9b-8f6a-4d8ad13543b8,673,117,19,2025-05-03 22:29:00,8171.18,FAILED,INVALID_PIN,AU Small,DELAYED,"Murphy, Myers and Harrison",Grocery,Michael Odonnell,East Michelletown,"
Transaction ID: 52a621af-7a90-4b9b-8f6a-4d8ad13543b8
Timestamp: 2025-05-03 22:29:00
Amount: 8171.18
Status: FAILED
Failure Reason: INVALID_PIN
Bank: AU Small (Server: DELAYED)
Merchant: Murphy, Myers and Harrison (Grocery)
User City: East Michelletown
"
581266fb-56f7-4df1-8c3f-86f9103d4537,95,190,11,2025-06-26 22:15:00,6033.03,FAILED,CARD_DECLINED,HSBC,DELAYED,Boyd and Sons,Travel,Barbara Avery,Greenbury,"
Transaction ID: 581266fb-56f7-4df1-8c3f-86f9103d4537
Timestamp: 2025-06-26 22:15:00
Amount: 6033.03
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: HSBC (Server: DELAYED)
Merchant: Boyd and Sons (Travel)
User City: Greenbury
"
3afa730f-75d6-4938-baf4-60a60167984e,853,94,8,2025-06-18 20:31:00,6244.06,FAILED,INVALID_PIN,BOB,ONLINE,Stewart and Sons,Ecommerce,Jonathan Morris,East Alan,"
Transaction ID: 3afa730f-75d6-4938-baf4-60a60167984e
Timestamp: 2025-06-18 20:31:00
Amount: 6244.06
Status: FAILED
Failure Reason: INVALID_PIN
Bank: BOB (Server: ONLINE)
Merchant: Stewart and Sons (Ecommerce)
User City: East Alan
"
70b728ec-6051-4da3-9edf-63584bbeb894,312,198,12,2025-04-05 00:47:00,9769.81,FAILED,CARD_DECLINED,IDFC,ONLINE,"Kaiser, Rivera and Sanders",Health,Paul Powell,Kevinfurt,"
Transaction ID: 70b728ec-6051-4da3-9edf-63584bbeb894
Timestamp: 2025-04-05 00:47:00
Amount: 9769.81
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: IDFC (Server: ONLINE)
Merchant: Kaiser, Rivera and Sanders (Health)
User City: Kevinfurt
"
14452a58-9caa-4e92-97b5-e8c429f57fdf,62,25,3,2024-08-07 13:08:00,6699.18,FAILED,INSUFFICIENT_FUNDS,SBI,DOWN,"Garcia, Crane and Doyle",Food,Terri Patel,New Norma,"
Transaction ID: 14452a58-9caa-4e92-97b5-e8c429f57fdf
Timestamp: 2024-08-07 13:08:00
Amount: 6699.18
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: SBI (Server: DOWN)
Merchant: Garcia, Crane and Doyle (Food)
User City: New Norma
"
a9cea417-7298-434b-be90-dd8589123858,158,133,4,2024-11-05 20:16:00,5674.75,FAILED,INVALID_PIN,Axis,ONLINE,"Martin, Allen and James",Grocery,Jonathon Lee,South Lindaside,"
Transaction ID: a9cea417-7298-434b-be90-dd8589123858
Timestamp: 2024-11-05 20:16:00
Amount: 5674.75
Status: FAILED
Failure Reason: INVALID_PIN
Bank: Axis (Server: ONLINE)
Merchant: Martin, Allen and James (Grocery)
User City: South Lindaside
"
d3e68005-936a-47d0-9997-da0a56f81970,733,158,14,2025-03-25 17:29:00,3403.27,FAILED,INVALID_PIN,DBS,DOWN,Riley-Ward,Fashion,William White,Mejiaside,"
Transaction ID: d3e68005-936a-47d0-9997-da0a56f81970
Timestamp: 2025-03-25 17:29:00
Amount: 3403.27
Status: FAILED
Failure Reason: INVALID_PIN
Bank: DBS (Server: DOWN)
Merchant: Riley-Ward (Fashion)
User City: Mejiaside
"
96e44440-5a65-44db-99e0-5e82d71755af,366,189,7,2024-08-25 14:00:00,544.63,FAILED,INSUFFICIENT_FUNDS,PNB,ONLINE,"Patrick, Johnson and Miller",Grocery,Courtney Mendoza,Youngburgh,"
Transaction ID: 96e44440-5a65-44db-99e0-5e82d71755af
Timestamp: 2024-08-25 14:00:00
Amount: 544.63
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: PNB (Server: ONLINE)
Merchant: Patrick, Johnson and Miller (Grocery)
User City: Youngburgh
"
2bad90f5-1a94-4412-955d-5868c475efc7,528,100,14,2024-08-25 21:21:00,5384.16,FAILED,CARD_DECLINED,DBS,DOWN,Valenzuela Ltd,Entertainment,Molly Bailey,Lake Matthewview,"
Transaction ID: 2bad90f5-1a94-4412-955d-5868c475efc7
Timestamp: 2024-08-25 21:21:00
Amount: 5384.16
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: DBS (Server: DOWN)
Merchant: Valenzuela Ltd (Entertainment)
User City: Lake Matthewview
"
a4312361-99ae-4a2a-b3a9-b40b6e9944ec,105,193,9,2024-11-22 01:41:00,4440.21,FAILED,INSUFFICIENT_FUNDS,Canara,DELAYED,"Campbell, Carroll and Valentine",Health,Ann Campbell,West Kevin,"
Transaction ID: a4312361-99ae-4a2a-b3a9-b40b6e9944ec
Timestamp: 2024-11-22 01:41:00
Amount: 4440.21
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: Canara (Server: DELAYED)
Merchant: Campbell, Carroll and Valentine (Health)
User City: West Kevin
"
e9c1c171-fe8f-4552-bfd8-09323f79469c,663,96,19,2025-01-17 06:32:00,8382.16,FAILED,CARD_DECLINED,AU Small,DELAYED,Yates LLC,Fashion,George Garner,Port Loriport,"
Transaction ID: e9c1c171-fe8f-4552-bfd8-09323f79469c
Timestamp: 2025-01-17 06:32:00
Amount: 8382.16
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: AU Small (Server: DELAYED)
Merchant: Yates LLC (Fashion)
User City: Port Loriport
"
6e50bdaf-d224-4e5c-8551-80c62bb35da5,178,82,1,2024-07-14 19:05:00,9038.7,FAILED,INSUFFICIENT_FUNDS,ICICI,DOWN,"Allen, Dorsey and Wilkinson",Entertainment,Anthony Hill,East Dustin,"
Transaction ID: 6e50bdaf-d224-4e5c-8551-80c62bb35da5
Timestamp: 2024-07-14 19:05:00
Amount: 9038.7
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: ICICI (Server: DOWN)
Merchant: Allen, Dorsey and Wilkinson (Entertainment)
User City: East Dustin
"
84d1274b-a76e-44e3-8814-8e1f015bf8f8,767,3,7,2025-01-22 14:50:00,6834.11,FAILED,INVALID_PIN,PNB,ONLINE,Wall LLC,Food,Anthony Brown,East Matthewburgh,"
Transaction ID: 84d1274b-a76e-44e3-8814-8e1f015bf8f8
Timestamp: 2025-01-22 14:50:00
Amount: 6834.11
Status: FAILED
Failure Reason: INVALID_PIN
Bank: PNB (Server: ONLINE)
Merchant: Wall LLC (Food)
User City: East Matthewburgh
"
6ab188a2-b0d1-4bd9-a965-62b17f1124b7,526,112,20,2024-09-13 00:26:00,2947.77,FAILED,INVALID_PIN,South Indian Bank,DELAYED,"Sullivan, Murphy and Todd",Travel,Matthew Church,Thomasfurt,"
Transaction ID: 6ab188a2-b0d1-4bd9-a965-62b17f1124b7
Timestamp: 2024-09-13 00:26:00
Amount: 2947.77
Status: FAILED
Failure Reason: INVALID_PIN
Bank: South Indian Bank (Server: DELAYED)
Merchant: Sullivan, Murphy and Todd (Travel)
User City: Thomasfurt
"
ee58f510-f39e-401c-b87c-b95f66cb1fdf,16,18,12,2024-10-21 19:30:00,5228.04,FAILED,INVALID_PIN,IDFC,ONLINE,Paul Inc,Travel,Kelly Chan,Lake Tonya,"
Transaction ID: ee58f510-f39e-401c-b87c-b95f66cb1fdf
Timestamp: 2024-10-21 19:30:00
Amount: 5228.04
Status: FAILED
Failure Reason: INVALID_PIN
Bank: IDFC (Server: ONLINE)
Merchant: Paul Inc (Travel)
User City: Lake Tonya
"
3f3e2b19-2d98-444f-a673-7e9fca9fa8da,279,190,17,2024-09-24 17:30:00,1278.26,FAILED,INVALID_PIN,Standard Chartered,DOWN,Boyd and Sons,Travel,Sherry Murphy,Kellyberg,"
Transaction ID: 3f3e2b19-2d98-444f-a673-7e9fca9fa8da
Timestamp: 2024-09-24 17:30:00
Amount: 1278.26
Status: FAILED
Failure Reason: INVALID_PIN
Bank: Standard Chartered (Server: DOWN)
Merchant: Boyd and Sons (Travel)
User City: Kellyberg
"
3b2a51af-b335-4697-898f-b77acc06a811,30,75,6,2025-02-11 22:44:00,4424.9,FAILED,INVALID_PIN,Yes Bank,DOWN,Price-White,Ecommerce,Edward Bailey,Richardsonland,"
Transaction ID: 3b2a51af-b335-4697-898f-b77acc06a811
Timestamp: 2025-02-11 22:44:00
Amount: 4424.9
Status: FAILED
Failure Reason: INVALID_PIN
Bank: Yes Bank (Server: DOWN)
Merchant: Price-White (Ecommerce)
User City: Richardsonland
"
725ea634-bc67-4e04-899a-a638c17c9806,505,134,11,2024-12-22 10:43:00,8249.98,FAILED,INVALID_PIN,HSBC,DELAYED,Bishop-Smith,Entertainment,Anthony Jackson,Donaldmouth,"
Transaction ID: 725ea634-bc67-4e04-899a-a638c17c9806
Timestamp: 2024-12-22 10:43:00
Amount: 8249.98
Status: FAILED
Failure Reason: INVALID_PIN
Bank: HSBC (Server: DELAYED)
Merchant: Bishop-Smith (Entertainment)
User City: Donaldmouth
"
a4904fa3-d85a-455f-82c0-8c50ef276cd6,936,45,13,2025-05-20 14:02:00,1392.62,FAILED,TIMEOUT,RBL,ONLINE,Peterson-Brown,Health,Jose Jones,Jacksonfort,"
Transaction ID: a4904fa3-d85a-455f-82c0-8c50ef276cd6
Timestamp: 2025-05-20 14:02:00
Amount: 1392.62
Status: FAILED
Failure Reason: TIMEOUT
Bank: RBL (Server: ONLINE)
Merchant: Peterson-Brown (Health)
User City: Jacksonfort
"
c7f73d18-2e06-4b56-ac78-129e6905fece,841,141,14,2024-12-15 06:11:00,3597.13,FAILED,TIMEOUT,DBS,DOWN,"Fletcher, Williamson and Guzman",Travel,Theresa Gonzalez,Nelsonland,"
Transaction ID: c7f73d18-2e06-4b56-ac78-129e6905fece
Timestamp: 2024-12-15 06:11:00
Amount: 3597.13
Status: FAILED
Failure Reason: TIMEOUT
Bank: DBS (Server: DOWN)
Merchant: Fletcher, Williamson and Guzman (Travel)
User City: Nelsonland
"
5fdc2891-21b4-408b-a43f-7262c86c0557,742,46,8,2025-03-31 06:03:00,565.1,FAILED,TIMEOUT,BOB,ONLINE,Jordan-Lozano,Entertainment,Dr. Matthew Kim,Michaelmouth,"
Transaction ID: 5fdc2891-21b4-408b-a43f-7262c86c0557
Timestamp: 2025-03-31 06:03:00
Amount: 565.1
Status: FAILED
Failure Reason: TIMEOUT
Bank: BOB (Server: ONLINE)
Merchant: Jordan-Lozano (Entertainment)
User City: Michaelmouth
"
e158e072-95fe-410c-85b1-c9ff86f9afd9,530,140,6,2025-05-17 18:19:00,8309.2,FAILED,INVALID_PIN,Yes Bank,DOWN,Martinez PLC,Travel,Tyler Hodges,Kimland,"
Transaction ID: e158e072-95fe-410c-85b1-c9ff86f9afd9
Timestamp: 2025-05-17 18:19:00
Amount: 8309.2
Status: FAILED
Failure Reason: INVALID_PIN
Bank: Yes Bank (Server: DOWN)
Merchant: Martinez PLC (Travel)
User City: Kimland
"
27bb055b-032b-4d15-908d-68ca66245c1a,975,163,7,2025-02-21 03:21:00,7349.09,FAILED,CARD_DECLINED,PNB,ONLINE,Jackson-Ellis,Grocery,Taylor Carter,North Katherine,"
Transaction ID: 27bb055b-032b-4d15-908d-68ca66245c1a
Timestamp: 2025-02-21 03:21:00
Amount: 7349.09
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: PNB (Server: ONLINE)
Merchant: Jackson-Ellis (Grocery)
User City: North Katherine
"
6d15af48-3313-43fc-b36f-480b8d0c2191,896,186,20,2024-09-05 07:29:00,6250.71,FAILED,INSUFFICIENT_FUNDS,South Indian Bank,DELAYED,Martin Ltd,Travel,Kevin Sanchez Jr.,Taylorchester,"
Transaction ID: 6d15af48-3313-43fc-b36f-480b8d0c2191
Timestamp: 2024-09-05 07:29:00
Amount: 6250.71
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: South Indian Bank (Server: DELAYED)
Merchant: Martin Ltd (Travel)
User City: Taylorchester
"
fb872bd8-8925-46a0-913f-2a393978d676,188,33,19,2024-08-16 10:36:00,5269.07,FAILED,INVALID_PIN,AU Small,DELAYED,"Hardy, Hoover and Reyes",Grocery,Charles Palmer,Monicashire,"
Transaction ID: fb872bd8-8925-46a0-913f-2a393978d676
Timestamp: 2024-08-16 10:36:00
Amount: 5269.07
Status: FAILED
Failure Reason: INVALID_PIN
Bank: AU Small (Server: DELAYED)
Merchant: Hardy, Hoover and Reyes (Grocery)
User City: Monicashire
"
de7aead4-f97f-4e19-9420-16101aae3ea4,768,105,11,2025-05-15 14:23:00,4633.21,FAILED,INVALID_PIN,HSBC,DELAYED,Whitaker-Salinas,Fashion,Carmen Joseph,South Michaelfurt,"
Transaction ID: de7aead4-f97f-4e19-9420-16101aae3ea4
Timestamp: 2025-05-15 14:23:00
Amount: 4633.21
Status: FAILED
Failure Reason: INVALID_PIN
Bank: HSBC (Server: DELAYED)
Merchant: Whitaker-Salinas (Fashion)
User City: South Michaelfurt
"
5cadbd80-5bf2-4f7d-a605-15532fd9e0d8,593,155,7,2024-12-01 18:54:00,5452.71,FAILED,TIMEOUT,PNB,ONLINE,Gardner-Salazar,Fashion,Martin Calderon,North Anthonymouth,"
Transaction ID: 5cadbd80-5bf2-4f7d-a605-15532fd9e0d8
Timestamp: 2024-12-01 18:54:00
Amount: 5452.71
Status: FAILED
Failure Reason: TIMEOUT
Bank: PNB (Server: ONLINE)
Merchant: Gardner-Salazar (Fashion)
User City: North Anthonymouth
"
3d07b482-2d87-4706-b151-67a6c2cb9450,978,130,5,2025-02-01 09:39:00,331.07,FAILED,INVALID_PIN,Kotak,DELAYED,Jackson-Jordan,Food,Nicole Wilcox,New Danielshire,"
Transaction ID: 3d07b482-2d87-4706-b151-67a6c2cb9450
Timestamp: 2025-02-01 09:39:00
Amount: 331.07
Status: FAILED
Failure Reason: INVALID_PIN
Bank: Kotak (Server: DELAYED)
Merchant: Jackson-Jordan (Food)
User City: New Danielshire
"
6f959e34-73c3-4c93-86ea-96d11fc29320,614,60,10,2025-01-27 02:50:00,9917.92,FAILED,INSUFFICIENT_FUNDS,Union Bank,DELAYED,"Johnson, Reese and Vaughan",Health,Richard Fields,East Matthewland,"
Transaction ID: 6f959e34-73c3-4c93-86ea-96d11fc29320
Timestamp: 2025-01-27 02:50:00
Amount: 9917.92
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: Union Bank (Server: DELAYED)
Merchant: Johnson, Reese and Vaughan (Health)
User City: East Matthewland
"
25ac29b9-18ec-4a1c-b264-b430e9db1b96,858,176,12,2025-05-22 08:06:00,4358.33,FAILED,INSUFFICIENT_FUNDS,IDFC,ONLINE,"Adams, Perez and Wyatt",Grocery,Angela Smith,Leachtown,"
Transaction ID: 25ac29b9-18ec-4a1c-b264-b430e9db1b96
Timestamp: 2025-05-22 08:06:00
Amount: 4358.33
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: IDFC (Server: ONLINE)
Merchant: Adams, Perez and Wyatt (Grocery)
User City: Leachtown
"
026eb015-3f34-480f-8920-476c27d07d98,106,33,12,2025-06-13 23:55:00,5648.01,FAILED,CARD_DECLINED,IDFC,ONLINE,"Hardy, Hoover and Reyes",Grocery,Andrea Wolf,Moorestad,"
Transaction ID: 026eb015-3f34-480f-8920-476c27d07d98
Timestamp: 2025-06-13 23:55:00
Amount: 5648.01
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: IDFC (Server: ONLINE)
Merchant: Hardy, Hoover and Reyes (Grocery)
User City: Moorestad
"
53b3ca76-b7f6-40ad-a6d9-4cb9c0706432,493,131,19,2025-01-04 17:10:00,1868.18,FAILED,INVALID_PIN,AU Small,DELAYED,Wright LLC,Health,Brandon Jackson,Bonnieland,"
Transaction ID: 53b3ca76-b7f6-40ad-a6d9-4cb9c0706432
Timestamp: 2025-01-04 17:10:00
Amount: 1868.18
Status: FAILED
Failure Reason: INVALID_PIN
Bank: AU Small (Server: DELAYED)
Merchant: Wright LLC (Health)
User City: Bonnieland
"
3af0acd7-1690-4ae0-a1f2-519ea3cdf916,956,134,16,2024-10-20 05:07:00,2943.84,FAILED,TIMEOUT,UCO,DELAYED,Bishop-Smith,Entertainment,Jonathon Weaver,New Feliciafurt,"
Transaction ID: 3af0acd7-1690-4ae0-a1f2-519ea3cdf916
Timestamp: 2024-10-20 05:07:00
Amount: 2943.84
Status: FAILED
Failure Reason: TIMEOUT
Bank: UCO (Server: DELAYED)
Merchant: Bishop-Smith (Entertainment)
User City: New Feliciafurt
"
33bb2c00-212f-4dda-986d-622276160c28,284,50,16,2025-03-07 03:49:00,7054.16,FAILED,CARD_DECLINED,UCO,DELAYED,Martinez Group,Fashion,Ashley Green,North Michael,"
Transaction ID: 33bb2c00-212f-4dda-986d-622276160c28
Timestamp: 2025-03-07 03:49:00
Amount: 7054.16
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: UCO (Server: DELAYED)
Merchant: Martinez Group (Fashion)
User City: North Michael
"
e79c9301-af18-4530-a718-208de8afc76b,620,12,8,2024-10-11 05:59:00,4101.1,FAILED,INSUFFICIENT_FUNDS,BOB,ONLINE,Gentry Group,Ecommerce,Lori Day,Stricklandborough,"
Transaction ID: e79c9301-af18-4530-a718-208de8afc76b
Timestamp: 2024-10-11 05:59:00
Amount: 4101.1
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: BOB (Server: ONLINE)
Merchant: Gentry Group (Ecommerce)
User City: Stricklandborough
"
b4cb704f-455c-4cc7-b0b7-ce660ba741bc,793,123,11,2025-05-28 07:45:00,1083.29,FAILED,TIMEOUT,HSBC,DELAYED,"Rose, Cook and Conway",Food,Melinda Flynn,New Jason,"
Transaction ID: b4cb704f-455c-4cc7-b0b7-ce660ba741bc
Timestamp: 2025-05-28 07:45:00
Amount: 1083.29
Status: FAILED
Failure Reason: TIMEOUT
Bank: HSBC (Server: DELAYED)
Merchant: Rose, Cook and Conway (Food)
User City: New Jason
"
44e8adab-6521-4671-955a-e79ea5089c2b,654,66,20,2024-11-06 00:15:00,598.41,FAILED,TIMEOUT,South Indian Bank,DELAYED,Berg-Ramos,Fashion,Richard Moore,Joanburgh,"
Transaction ID: 44e8adab-6521-4671-955a-e79ea5089c2b
Timestamp: 2024-11-06 00:15:00
Amount: 598.41
Status: FAILED
Failure Reason: TIMEOUT
Bank: South Indian Bank (Server: DELAYED)
Merchant: Berg-Ramos (Fashion)
User City: Joanburgh
"
ead9d398-693c-48b6-ac63-fbb15e4232d1,416,58,16,2025-05-25 20:38:00,2349.35,FAILED,TIMEOUT,UCO,DELAYED,Harris PLC,Travel,Lindsey Hunt,Amandaberg,"
Transaction ID: ead9d398-693c-48b6-ac63-fbb15e4232d1
Timestamp: 2025-05-25 20:38:00
Amount: 2349.35
Status: FAILED
Failure Reason: TIMEOUT
Bank: UCO (Server: DELAYED)
Merchant: Harris PLC (Travel)
User City: Amandaberg
"
21cbc8cc-96bb-44b5-88c3-7b7d25cb3284,879,70,11,2024-09-18 04:55:00,6172.0,FAILED,CARD_DECLINED,HSBC,DELAYED,"Miller, Davis and Miller",Travel,William Richmond,Cassandrahaven,"
Transaction ID: 21cbc8cc-96bb-44b5-88c3-7b7d25cb3284
Timestamp: 2024-09-18 04:55:00
Amount: 6172.0
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: HSBC (Server: DELAYED)
Merchant: Miller, Davis and Miller (Travel)
User City: Cassandrahaven
"
6ec77f62-64d2-4eaa-8b89-ba7fd51367d1,713,150,8,2024-07-23 10:27:00,7530.13,FAILED,INVALID_PIN,BOB,ONLINE,"Pennington, Gonzalez and Taylor",Health,Heather Rogers,East Samuelshire,"
Transaction ID: 6ec77f62-64d2-4eaa-8b89-ba7fd51367d1
Timestamp: 2024-07-23 10:27:00
Amount: 7530.13
Status: FAILED
Failure Reason: INVALID_PIN
Bank: BOB (Server: ONLINE)
Merchant: Pennington, Gonzalez and Taylor (Health)
User City: East Samuelshire
"
6bfe6b8a-5e17-4bf5-b3c4-63d9876537f7,51,6,4,2025-04-07 06:58:00,3550.74,FAILED,INSUFFICIENT_FUNDS,Axis,ONLINE,Smith-Conner,Food,Jesse Reyes,East Margaret,"
Transaction ID: 6bfe6b8a-5e17-4bf5-b3c4-63d9876537f7
Timestamp: 2025-04-07 06:58:00
Amount: 3550.74
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: Axis (Server: ONLINE)
Merchant: Smith-Conner (Food)
User City: East Margaret
"
2c52a558-42c8-4236-9e7e-ad9e492b8c99,223,195,2,2024-11-03 09:28:00,4204.54,FAILED,CARD_DECLINED,HDFC,DOWN,"Armstrong, Adams and Dunlap",Grocery,Jean Reeves,North Samanthamouth,"
Transaction ID: 2c52a558-42c8-4236-9e7e-ad9e492b8c99
Timestamp: 2024-11-03 09:28:00
Amount: 4204.54
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: HDFC (Server: DOWN)
Merchant: Armstrong, Adams and Dunlap (Grocery)
User City: North Samanthamouth
"
23e05412-56e8-4b68-a84a-b159aebe7394,93,71,20,2024-07-23 13:04:00,395.78,FAILED,CARD_DECLINED,South Indian Bank,DELAYED,Schwartz-Ramos,Grocery,Dana Fisher,Port Darrenside,"
Transaction ID: 23e05412-56e8-4b68-a84a-b159aebe7394
Timestamp: 2024-07-23 13:04:00
Amount: 395.78
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: South Indian Bank (Server: DELAYED)
Merchant: Schwartz-Ramos (Grocery)
User City: Port Darrenside
"
262e2e68-7a9a-4c69-97db-d32a7c3c15bd,469,174,16,2024-08-22 04:23:00,6743.11,FAILED,CARD_DECLINED,UCO,DELAYED,"Mason, Smith and Campbell",Grocery,Anthony Ortega,North Sheilatown,"
Transaction ID: 262e2e68-7a9a-4c69-97db-d32a7c3c15bd
Timestamp: 2024-08-22 04:23:00
Amount: 6743.11
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: UCO (Server: DELAYED)
Merchant: Mason, Smith and Campbell (Grocery)
User City: North Sheilatown
"
4e5b66e8-a4a6-4f75-be0d-b14988e04079,491,77,10,2024-09-20 10:32:00,7194.8,FAILED,TIMEOUT,Union Bank,DELAYED,Hart-Massey,Food,Michael Morton,North Matthewshire,"
Transaction ID: 4e5b66e8-a4a6-4f75-be0d-b14988e04079
Timestamp: 2024-09-20 10:32:00
Amount: 7194.8
Status: FAILED
Failure Reason: TIMEOUT
Bank: Union Bank (Server: DELAYED)
Merchant: Hart-Massey (Food)
User City: North Matthewshire
"
3821b870-3d74-4c33-ba3c-fe5da8f88700,746,92,16,2025-04-16 03:04:00,2918.47,FAILED,TIMEOUT,UCO,DELAYED,Turner-Greene,Entertainment,Amanda Ross,Ericahaven,"
Transaction ID: 3821b870-3d74-4c33-ba3c-fe5da8f88700
Timestamp: 2025-04-16 03:04:00
Amount: 2918.47
Status: FAILED
Failure Reason: TIMEOUT
Bank: UCO (Server: DELAYED)
Merchant: Turner-Greene (Entertainment)
User City: Ericahaven
"
